enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
22134,0.92,1,1,2,0,2,3,1,5,0,35,0.0
31765,0.855,1,1,0,0,5,9,3,5,2,14,0.0
31449,0.92,0,0,2,2,5,2,7,0,0,4,0.0
5987,0.92,1,0,2,0,5,15,4,5,4,12,0.0
21762,0.92,1,0,2,0,5,21,4,5,1,108,0.0
22070,0.92,1,1,2,0,5,21,4,5,0,136,0.0
25413,0.92,1,0,2,0,5,5,0,5,0,27,0.0
5902,0.7959999999999999,1,0,1,2,5,4,4,1,0,74,0.0
28403,0.884,1,0,2,0,5,15,0,0,0,86,0.0
30937,0.866,0,1,1,0,5,0,0,5,1,83,0.0
28751,0.92,1,1,0,1,5,4,4,5,2,75,0.0
29290,0.698,1,1,0,2,5,11,4,4,1,42,0.0
32401,0.92,0,0,2,0,5,6,1,5,0,332,0.0
19128,0.913,1,1,0,0,5,4,4,5,0,140,0.0
29036,0.91,1,1,2,1,5,3,4,5,5,182,0.0
16869,0.92,0,1,2,0,2,3,1,5,0,13,1.0
10497,0.682,1,0,2,0,5,5,0,5,1,172,1.0
18099,0.92,1,0,2,0,5,10,1,2,0,48,0.0
12081,0.802,1,0,0,0,5,9,4,5,0,33,0.0
7364,0.92,1,1,0,1,5,2,1,5,0,142,0.0
11184,0.579,1,1,0,0,5,2,1,5,0,34,0.0
7016,0.802,1,0,2,0,5,6,4,5,1,14,1.0
8695,0.55,1,0,2,0,5,6,0,5,1,27,1.0
6172,0.55,1,0,2,0,5,8,1,5,0,24,1.0
14672,0.878,1,1,2,2,5,21,4,5,0,150,0.0
18257,0.92,0,0,2,0,5,11,5,2,4,20,0.0
24493,0.92,1,0,2,0,5,5,5,5,0,140,0.0
1180,0.91,1,0,2,0,5,12,6,5,0,52,0.0
28627,0.939,1,0,2,0,5,21,4,5,1,160,0.0
8168,0.897,1,0,2,2,5,9,6,5,1,3,0.0
10473,0.624,1,0,2,0,5,2,7,5,1,2,1.0
25349,0.91,1,0,2,0,5,21,2,5,4,28,0.0
5220,0.754,1,0,2,0,4,21,4,5,3,46,0.0
4789,0.855,1,0,2,0,5,8,4,5,0,210,0.0
11338,0.926,1,0,2,0,5,10,7,5,0,36,0.0
27963,0.949,1,1,0,0,5,4,4,5,0,160,1.0
8571,0.624,1,0,0,0,5,2,0,2,1,101,0.0
16303,0.926,1,0,2,2,5,6,4,5,0,46,0.0
20576,0.925,1,0,2,0,5,21,2,5,4,19,0.0
32966,0.624,1,0,2,0,5,3,1,5,1,26,1.0
21199,0.698,1,0,0,0,5,7,7,2,0,90,0.0
18819,0.8959999999999999,1,0,2,0,5,9,7,5,3,59,0.0
14199,0.92,1,0,1,0,1,10,4,1,0,260,0.0
7666,0.624,0,0,2,0,5,11,4,5,4,74,0.0
13915,0.91,1,0,2,3,5,21,1,5,1,20,1.0
10555,0.878,1,0,2,0,5,12,1,5,1,8,0.0
16040,0.92,1,0,2,0,5,6,1,5,0,131,0.0
32826,0.836,1,0,0,2,5,7,4,5,0,45,0.0
13253,0.693,1,0,0,0,5,11,0,5,1,109,0.0
15637,0.855,1,0,2,0,2,3,1,5,0,70,0.0
28074,0.92,0,0,2,0,5,21,1,2,4,17,0.0
23012,0.92,0,1,2,2,5,15,4,5,0,51,0.0
16110,0.92,0,0,2,0,5,6,4,5,2,60,1.0
3921,0.893,1,1,2,3,5,21,2,4,4,4,0.0
24530,0.926,1,1,2,0,5,12,1,5,4,7,0.0
1924,0.804,1,0,2,2,5,21,1,5,2,164,0.0
32776,0.6659999999999999,1,0,2,0,5,20,4,5,3,290,0.0
1907,0.804,1,1,2,1,5,2,7,2,5,145,0.0
23947,0.92,1,1,2,3,5,21,4,5,0,70,0.0
3116,0.624,1,1,2,0,5,3,4,5,0,24,0.0
24829,0.92,1,1,2,2,2,3,3,5,0,133,1.0
30488,0.55,1,1,0,0,5,2,4,5,0,20,0.0
1265,0.92,1,0,2,0,5,10,7,1,0,76,0.0
22098,0.698,0,1,0,2,5,5,4,5,3,21,1.0
13342,0.624,0,0,2,0,4,8,6,5,1,34,0.0
24608,0.92,1,1,2,0,5,9,7,5,1,15,0.0
20081,0.866,1,1,2,0,5,21,4,5,4,156,0.0
24796,0.92,1,0,2,0,5,21,6,5,4,15,0.0
7777,0.926,1,0,2,2,5,21,4,5,5,120,0.0
22718,0.769,1,0,2,0,3,14,3,5,4,47,0.0
1261,0.754,1,0,2,0,5,12,4,5,1,100,1.0
3396,0.855,1,0,1,0,5,6,5,5,5,102,0.0
4283,0.92,1,1,2,1,5,4,4,5,5,52,0.0
18998,0.926,1,0,2,1,5,9,0,5,3,39,0.0
2003,0.92,1,0,0,1,5,4,4,5,0,112,1.0
31786,0.92,1,1,2,3,5,21,4,5,4,14,0.0
8241,0.91,1,0,2,0,5,11,4,5,0,4,0.0
12154,0.91,1,0,2,2,0,21,2,2,4,55,0.0
23455,0.624,1,0,2,0,5,6,3,5,3,49,1.0
19882,0.91,1,0,2,0,5,15,4,5,4,72,0.0
28817,0.925,1,0,0,0,5,14,6,5,2,141,1.0
4656,0.926,1,1,2,1,5,6,4,5,5,28,0.0
7280,0.92,1,0,2,0,5,13,3,5,0,6,0.0
16903,0.92,1,0,2,0,3,17,6,5,0,125,0.0
13333,0.939,1,0,2,0,5,21,4,5,5,326,0.0
26241,0.92,1,0,2,0,4,21,1,5,1,33,0.0
12381,0.804,1,1,2,2,5,6,3,5,4,40,0.0
4064,0.92,1,0,2,0,5,18,4,5,0,198,1.0
32092,0.92,0,0,2,2,5,15,3,5,4,55,0.0
3766,0.698,1,1,2,0,5,21,5,5,4,32,0.0
30496,0.92,1,0,2,0,0,21,1,5,4,11,0.0
7189,0.754,1,0,2,0,5,21,7,5,0,41,0.0
29497,0.92,1,0,2,2,5,21,3,4,4,87,1.0
31593,0.855,1,0,2,2,5,10,1,5,3,114,0.0
12384,0.698,1,0,2,0,5,21,4,5,4,33,0.0
11986,0.698,1,0,1,2,5,5,7,0,0,15,0.0
31033,0.91,1,1,0,1,5,3,4,5,0,8,0.0
14835,0.878,0,0,1,1,5,2,1,2,0,22,0.0
3728,0.92,1,0,2,2,5,21,6,5,3,13,0.0
3024,0.949,1,0,2,0,5,21,7,4,0,246,0.0
23508,0.92,1,0,2,2,5,9,0,5,0,22,0.0
29457,0.92,1,0,2,2,5,21,7,1,0,81,0.0
12297,0.7759999999999999,1,0,0,0,5,4,0,1,0,11,0.0
27708,0.698,1,1,0,0,5,5,6,5,0,24,1.0
3065,0.92,1,0,2,0,5,21,1,1,0,50,0.0
29226,0.924,1,1,0,1,5,6,4,5,5,15,0.0
5493,0.939,1,0,2,2,5,21,0,5,4,31,0.0
2891,0.926,1,0,2,2,5,21,4,5,5,84,0.0
32509,0.897,1,0,1,0,5,4,3,5,0,42,0.0
31841,0.624,1,0,2,0,5,10,0,5,4,105,1.0
907,0.92,0,0,2,0,5,21,4,5,4,72,0.0
29526,0.789,1,0,2,0,5,14,0,5,4,42,1.0
10956,0.698,1,0,2,0,5,15,4,0,0,152,0.0
26099,0.92,1,0,2,0,5,12,3,5,0,60,0.0
26163,0.624,1,1,0,2,5,2,4,5,5,8,0.0
4120,0.91,1,1,0,2,5,13,4,5,2,17,1.0
7335,0.923,1,1,2,1,5,1,4,5,0,33,0.0
706,0.91,1,0,2,2,5,4,1,1,5,38,0.0
9890,0.92,1,0,2,0,2,14,7,0,1,178,0.0
32683,0.92,1,0,2,0,5,15,4,5,0,11,0.0
27104,0.893,1,0,2,1,5,21,4,5,5,87,0.0
7731,0.802,1,0,2,0,5,13,4,5,5,84,0.0
31943,0.884,1,0,2,0,5,21,1,0,1,32,0.0
22899,0.887,1,0,2,2,5,9,1,5,0,31,1.0
33339,0.624,1,1,2,0,5,2,5,4,0,39,0.0
20866,0.775,1,0,2,0,5,7,0,5,0,12,0.0
21634,0.624,1,0,0,0,5,5,3,5,0,50,0.0
29529,0.903,1,0,2,0,5,3,1,5,0,55,1.0
4478,0.55,1,0,2,0,5,5,4,5,0,7,1.0
32095,0.92,1,0,2,2,2,2,4,0,0,104,0.0
18272,0.92,1,0,0,0,1,21,4,5,4,90,1.0
30098,0.92,1,0,2,2,4,21,1,5,4,8,0.0
23825,0.624,1,1,0,0,5,2,4,5,5,102,0.0
7672,0.624,1,0,2,2,5,0,0,5,0,202,1.0
5633,0.555,1,0,2,0,5,4,1,5,0,22,0.0
30695,0.624,1,1,0,0,5,3,4,5,5,42,0.0
5573,0.92,1,1,2,4,5,4,4,5,5,50,0.0
24936,0.624,1,0,2,2,5,3,4,1,0,88,0.0
397,0.754,1,0,2,0,5,5,2,5,3,81,0.0
31602,0.92,1,0,2,2,5,21,3,5,0,7,0.0
5278,0.624,1,1,2,0,5,3,4,5,5,218,0.0
16814,0.91,1,0,2,0,5,21,3,5,4,62,0.0
19249,0.92,1,0,2,0,5,6,4,5,0,83,0.0
9475,0.939,1,0,2,0,5,9,2,5,4,11,0.0
4865,0.926,1,1,1,3,5,21,4,5,4,10,0.0
20881,0.939,1,0,2,2,5,10,2,5,0,114,0.0
21563,0.624,1,0,2,2,5,3,4,5,0,36,0.0
25114,0.804,1,1,2,2,5,6,0,5,0,17,0.0
26002,0.91,1,1,0,0,5,2,4,5,5,80,1.0
8528,0.92,1,0,1,0,5,21,4,4,4,108,0.0
6141,0.92,1,0,2,0,5,2,1,5,1,45,0.0
27667,0.92,1,1,0,0,5,5,4,5,5,77,0.0
2821,0.926,1,0,2,2,5,15,1,5,1,8,0.0
21216,0.878,1,1,2,0,5,5,4,5,0,28,0.0
25495,0.727,0,0,2,0,5,9,1,1,4,37,0.0
20791,0.91,1,1,0,0,5,2,4,5,1,108,1.0
28015,0.92,1,0,2,0,5,13,5,5,1,162,0.0
10685,0.754,1,0,0,1,5,9,4,5,4,41,0.0
405,0.903,1,0,2,2,5,19,1,5,3,4,0.0
13891,0.884,0,1,2,3,5,3,2,4,0,41,0.0
33050,0.903,1,0,2,0,5,17,3,5,1,12,0.0
399,0.92,1,0,2,0,5,21,4,5,0,190,0.0
8202,0.624,1,0,2,0,5,7,4,5,4,29,1.0
8751,0.92,1,0,2,0,5,6,1,4,0,11,0.0
20744,0.92,1,1,0,1,5,3,3,5,0,30,0.0
25380,0.92,1,0,2,2,5,13,1,5,4,39,0.0
24617,0.804,1,0,0,1,5,9,4,5,0,16,0.0
12509,0.926,1,1,2,0,5,21,4,5,4,5,0.0
25473,0.698,1,1,0,1,5,8,4,5,5,39,0.0
13083,0.926,1,0,2,2,5,10,4,5,4,29,0.0
12454,0.624,1,0,0,2,5,4,4,2,1,210,0.0
3500,0.92,2,1,1,1,5,6,4,1,0,54,0.0
15922,0.92,1,0,2,0,5,9,4,5,2,44,0.0
6685,0.91,1,0,2,0,5,15,4,5,4,47,0.0
28838,0.92,1,0,2,0,5,21,2,2,4,74,0.0
24082,0.624,1,0,2,2,5,6,0,5,0,8,1.0
24846,0.624,1,1,0,0,5,7,4,5,5,20,1.0
1020,0.92,1,0,2,0,5,3,5,5,0,162,0.0
6189,0.893,1,1,2,0,1,2,4,5,0,110,0.0
16994,0.762,2,0,1,1,5,3,0,5,0,262,0.0
13135,0.836,1,0,2,2,5,14,4,5,0,6,0.0
14578,0.6659999999999999,1,0,1,0,5,9,0,5,0,19,1.0
20732,0.6659999999999999,2,1,2,0,5,21,4,5,4,23,1.0
16496,0.624,1,1,2,0,5,0,4,5,0,107,1.0
16537,0.897,1,0,2,2,5,15,3,5,4,134,0.0
17358,0.926,1,0,2,2,5,11,0,0,0,40,0.0
21933,0.884,1,0,2,0,5,12,4,5,0,11,0.0
7342,0.92,1,0,2,0,5,11,4,5,2,102,0.0
5630,0.624,1,1,0,0,5,2,4,5,5,100,0.0
24152,0.923,1,1,2,2,5,3,3,5,5,30,0.0
17762,0.92,1,1,2,1,5,5,4,5,0,20,1.0
4310,0.92,1,0,2,0,5,14,2,5,2,4,0.0
5142,0.91,1,1,2,4,5,5,4,5,5,15,0.0
22319,0.624,1,1,2,0,5,0,4,5,0,14,1.0
30912,0.923,1,1,2,4,5,1,4,5,5,103,0.0
20976,0.92,1,0,1,0,5,5,2,4,1,40,0.0
13150,0.91,1,0,2,3,5,21,1,5,1,27,0.0
12206,0.926,1,1,2,1,5,10,1,5,4,46,0.0
9407,0.926,1,0,2,1,5,7,4,5,4,110,0.0
13152,0.92,1,0,2,0,5,13,4,1,0,96,0.0
1069,0.92,1,0,2,0,5,5,3,5,1,57,0.0
25418,0.92,1,0,0,0,5,6,4,5,0,240,0.0
22689,0.949,1,0,2,0,5,4,4,1,3,42,0.0
5104,0.939,1,0,2,2,5,7,4,5,0,16,1.0
13994,0.64,1,0,2,0,5,21,4,5,5,40,1.0
27064,0.92,1,0,2,0,5,5,1,1,1,94,0.0
14598,0.794,1,1,2,0,5,9,6,5,0,160,0.0
9571,0.878,1,1,1,0,5,10,0,0,0,25,0.0
30854,0.516,1,0,2,0,5,9,7,0,0,11,0.0
25290,0.878,1,0,2,1,5,0,1,5,0,29,0.0
29640,0.698,1,0,2,0,5,8,4,5,0,23,0.0
17519,0.727,1,0,2,0,5,10,0,5,1,113,0.0
12111,0.754,1,0,2,0,5,15,4,5,1,56,0.0
6085,0.924,1,1,0,0,5,2,4,5,0,39,1.0
27277,0.92,1,1,2,0,5,2,2,5,0,20,0.0
31692,0.92,1,0,0,0,5,21,3,5,0,40,0.0
6052,0.92,1,0,2,2,5,21,7,5,4,56,0.0
18161,0.555,1,1,0,0,5,4,4,5,0,106,0.0
12934,0.926,1,0,1,0,5,19,5,5,1,64,0.0
30400,0.754,1,0,2,0,5,5,3,5,0,51,0.0
26419,0.855,0,0,0,0,5,6,2,5,1,41,0.0
4188,0.92,1,0,2,0,5,20,1,5,4,150,0.0
12117,0.579,1,0,2,0,5,4,0,5,0,320,0.0
28847,0.897,1,0,2,2,5,7,4,5,5,20,0.0
30472,0.624,1,1,0,0,5,4,2,5,0,9,1.0
32534,0.804,1,0,0,0,5,9,6,5,0,74,0.0
22395,0.624,1,0,2,2,5,3,4,4,0,129,1.0
4876,0.855,0,0,2,2,5,10,4,5,0,42,0.0
25182,0.913,1,1,2,1,5,2,1,5,5,58,0.0
26135,0.92,1,1,0,1,5,3,4,5,0,126,1.0
7517,0.92,1,1,2,1,5,4,4,5,0,45,1.0
2793,0.923,1,0,2,0,5,21,0,5,4,166,0.0
25174,0.913,1,0,2,0,5,2,4,5,0,110,0.0
5593,0.92,1,0,0,0,5,21,4,5,0,37,0.0
14003,0.804,0,0,1,0,5,2,4,5,0,95,1.0
33057,0.92,1,0,2,0,5,21,4,5,4,29,1.0
30484,0.926,1,0,2,2,5,21,4,5,4,31,0.0
14688,0.743,1,1,0,2,5,11,4,5,4,97,0.0
25459,0.926,1,1,2,4,5,3,4,5,5,16,0.0
23657,0.92,1,1,2,4,5,4,4,5,5,14,0.0
20322,0.804,1,0,2,3,5,21,1,5,4,206,0.0
22194,0.92,0,0,2,0,5,2,0,1,0,204,0.0
31401,0.92,1,0,2,2,5,18,3,5,1,116,0.0
14914,0.804,1,0,2,2,5,16,1,5,3,161,0.0
20376,0.92,1,0,2,0,5,21,4,5,4,25,1.0
27530,0.92,1,0,2,0,5,18,5,5,4,94,0.0
24701,0.92,1,0,2,0,5,15,3,5,4,16,0.0
6790,0.698,1,0,0,2,5,15,4,5,0,100,0.0
10102,0.92,1,0,2,0,5,20,3,5,5,107,0.0
10338,0.769,1,0,1,2,5,11,4,5,0,17,0.0
15701,0.91,1,0,2,0,5,10,7,5,0,140,0.0
21218,0.939,1,0,2,0,2,3,3,5,1,75,0.0
1586,0.939,1,0,2,1,5,6,4,5,0,59,0.0
9189,0.899,1,0,2,1,5,6,4,5,0,146,0.0
13788,0.865,1,1,2,0,5,3,4,5,5,302,0.0
10752,0.855,0,0,2,2,5,9,1,5,1,42,1.0
28406,0.92,1,0,2,0,3,14,4,5,0,131,0.0
26320,0.698,1,0,1,1,5,9,4,5,3,74,0.0
17460,0.91,0,0,2,0,5,7,3,5,0,22,0.0
18657,0.804,1,1,2,0,5,3,4,5,5,53,1.0
9384,0.913,1,0,2,2,5,21,5,5,4,143,0.0
4269,0.855,0,0,2,0,5,14,4,5,1,72,0.0
14935,0.92,1,0,2,1,5,11,5,5,0,7,0.0
28033,0.897,1,1,0,0,5,3,4,0,0,182,0.0
1568,0.915,1,0,2,0,5,15,4,5,3,50,0.0
15465,0.887,1,0,2,1,5,2,4,4,0,82,0.0
26233,0.91,1,0,2,0,5,2,3,5,0,58,0.0
24729,0.924,1,0,2,0,5,9,0,5,0,94,0.0
29440,0.624,1,0,2,0,5,4,7,5,1,60,1.0
32652,0.802,1,0,0,2,5,5,1,5,3,124,0.0
28556,0.6890000000000001,1,1,2,4,5,2,4,5,1,46,0.0
12875,0.698,1,1,0,2,5,3,4,2,1,57,1.0
21078,0.92,0,0,2,0,5,9,4,5,0,17,0.0
30331,0.92,1,0,2,0,5,14,6,5,4,101,0.0
5899,0.698,1,1,2,4,5,3,4,5,5,31,0.0
22787,0.897,1,0,2,0,5,21,4,5,0,36,0.0
27435,0.893,1,0,1,0,5,15,4,5,3,198,0.0
2855,0.91,1,1,2,2,5,5,3,5,5,31,0.0
18385,0.55,1,0,2,2,5,9,4,5,0,12,0.0
27866,0.92,1,0,2,0,5,21,4,1,0,31,0.0
7328,0.92,1,0,2,0,5,20,4,5,4,26,1.0
24807,0.92,1,0,2,0,5,6,4,5,0,55,0.0
27113,0.624,1,0,2,0,5,11,4,5,4,8,1.0
6008,0.91,1,0,2,1,5,21,1,5,4,38,0.0
760,0.899,1,0,2,0,2,16,4,5,1,8,0.0
2990,0.878,1,0,2,2,5,21,2,5,2,32,1.0
28229,0.7759999999999999,1,0,1,0,5,18,1,1,4,51,0.0
4162,0.804,1,0,0,0,5,9,6,5,1,22,0.0
27326,0.926,1,0,0,1,5,7,4,5,0,17,0.0
604,0.91,1,1,2,0,5,3,4,5,5,24,0.0
2194,0.899,1,0,2,0,5,5,0,1,0,19,0.0
21564,0.624,1,0,0,2,5,9,4,5,1,46,1.0
17432,0.91,0,0,2,0,5,13,4,5,4,15,0.0
13952,0.92,1,0,2,2,5,21,4,5,4,23,1.0
1988,0.893,1,0,2,0,5,21,1,5,4,38,0.0
23691,0.624,1,1,0,2,5,4,4,5,5,46,1.0
10481,0.804,1,1,0,0,1,0,4,5,5,214,0.0
8540,0.92,1,0,2,0,5,21,2,4,4,52,0.0
8806,0.92,0,1,2,0,5,0,4,5,5,22,1.0
15468,0.926,1,0,2,2,5,15,1,5,1,65,0.0
32747,0.92,1,0,0,0,3,14,4,5,0,64,0.0
1297,0.92,1,0,2,0,5,7,6,5,3,86,0.0
4075,0.887,1,1,0,0,5,4,4,5,0,52,1.0
12772,0.897,1,0,2,2,5,14,4,5,4,21,0.0
22517,0.926,1,1,2,0,5,3,2,4,0,86,0.0
26388,0.897,1,1,0,2,5,5,4,5,3,288,1.0
30676,0.91,1,0,2,2,5,21,1,5,4,53,0.0
18376,0.939,1,0,2,0,5,17,4,5,0,60,0.0
10970,0.91,1,0,2,2,5,18,4,5,4,178,0.0
29961,0.939,1,0,2,3,5,21,4,5,1,166,0.0
5136,0.924,1,0,2,3,2,21,4,5,0,62,0.0
20369,0.624,1,0,0,0,5,7,3,5,0,35,0.0
23505,0.92,1,0,2,0,5,17,1,5,4,106,0.0
11751,0.836,1,1,2,0,5,6,7,5,5,58,0.0
12038,0.698,1,0,0,2,5,21,4,5,0,44,1.0
28590,0.91,1,0,2,2,5,6,4,1,0,72,0.0
32699,0.92,1,0,2,1,5,18,3,5,0,80,0.0
10370,0.939,1,0,2,2,5,16,6,2,1,166,0.0
4095,0.895,1,0,2,2,5,21,1,5,0,25,0.0
5340,0.92,1,0,2,0,1,21,3,5,5,109,0.0
9217,0.884,1,0,2,0,5,1,7,0,0,37,0.0
15294,0.55,1,1,0,0,5,4,4,5,5,55,1.0
23901,0.92,1,1,2,0,5,3,4,5,5,32,0.0
5673,0.89,1,1,2,0,5,9,4,5,2,51,0.0
25421,0.92,1,0,2,0,5,16,4,1,0,84,0.0
20698,0.926,1,0,2,0,5,21,5,2,0,72,0.0
41,0.887,1,0,2,1,5,21,1,5,0,47,0.0
23636,0.855,1,1,0,0,5,12,4,5,3,47,0.0
9387,0.754,1,0,2,1,5,6,7,1,1,20,0.0
21466,0.624,1,0,2,0,5,8,4,5,0,198,1.0
9515,0.92,1,1,2,0,4,2,2,4,0,64,0.0
20743,0.8959999999999999,1,0,2,2,5,15,3,5,4,23,1.0
25766,0.884,1,1,0,2,5,14,1,4,2,96,0.0
4626,0.624,1,1,2,1,5,2,4,5,5,306,0.0
4642,0.754,1,0,2,0,5,9,7,2,0,8,0.0
16178,0.762,1,0,2,0,5,21,1,5,0,48,0.0
1829,0.624,1,0,2,0,5,8,0,5,0,98,1.0
2377,0.926,1,1,2,3,5,7,5,2,5,46,0.0
8287,0.92,1,1,0,0,5,1,4,5,0,53,1.0
10529,0.92,1,0,2,0,0,21,7,5,0,102,0.0
30608,0.92,1,1,0,0,5,4,4,5,0,76,0.0
27546,0.92,1,1,2,4,5,1,4,5,5,43,0.0
32324,0.92,1,1,2,0,5,21,4,5,4,32,0.0
8442,0.855,1,0,2,0,5,5,4,5,0,54,0.0
8151,0.767,1,0,0,2,5,8,0,5,0,7,0.0
15796,0.884,0,0,2,2,5,3,4,5,1,322,1.0
9420,0.847,1,0,2,0,5,21,5,5,5,96,0.0
17083,0.92,0,0,0,0,5,4,6,5,0,7,0.0
16414,0.91,1,0,2,0,5,16,0,5,0,53,0.0
32340,0.855,1,0,2,0,5,10,0,1,0,161,0.0
18462,0.897,1,1,2,2,5,8,0,5,0,11,0.0
7996,0.8270000000000001,1,0,2,0,5,9,1,4,1,6,0.0
30636,0.624,1,1,0,0,5,1,4,5,0,72,1.0
29982,0.794,0,0,2,2,2,6,4,5,0,182,0.0
29217,0.939,1,0,2,0,5,21,6,5,4,67,0.0
18454,0.527,0,1,2,0,5,1,4,5,0,50,0.0
22508,0.884,0,1,1,0,5,5,1,5,0,16,0.0
25969,0.91,1,0,2,0,5,21,3,5,4,38,0.0
28080,0.92,2,0,2,0,0,5,0,0,0,98,0.0
21134,0.698,1,1,1,0,5,4,4,5,1,7,1.0
30925,0.92,1,1,0,0,5,2,4,5,0,88,0.0
29000,0.884,1,0,2,2,5,4,1,5,1,112,0.0
26925,0.7659999999999999,2,0,0,0,5,15,6,5,5,30,1.0
7696,0.738,1,0,2,0,5,9,4,1,0,9,0.0
25525,0.855,2,1,0,1,5,4,3,5,0,36,0.0
21989,0.91,1,0,2,0,5,19,1,5,3,24,0.0
10984,0.92,1,0,2,2,2,2,3,2,0,28,0.0
